song_x,performer,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri_x,track_href,analysis_url,duration_ms,time_signature,uri_y,hitTF_x,hitTF_x,chart_position_x,previous_position_x,weeks_on_chart_x,peak_x,chart_position_y,previous_position_y,weeks_on_chart_y,peak_y,chart_position,previous_position,weeks_on_chart,peak
3494094,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,0.883,0.525,2.0,-8.054,0.0,0.0633,0.189,0.0,0.0971,0.312,99.978,audio_features,2zjGJ0dChMR0KxBZS15aqo,spotify:track:2zjGJ0dChMR0KxBZS15aqo,https://api.spotify.com/v1/tracks/2zjGJ0dChMR0KxBZS15aqo,https://api.spotify.com/v1/audio-analysis/2zjGJ0dChMR0KxBZS15aqo,174100.0,4.0,spotify:track:3QzAOrNlsabgbMwlZt7TAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494095,Closed Off,AK,0.719,0.737,3.0,-5.029,0.0,0.0536,0.323,0.0,0.156,0.61,114.059,audio_features,3eyYN6wMocH2LqTRxo5Zfn,spotify:track:3eyYN6wMocH2LqTRxo5Zfn,https://api.spotify.com/v1/tracks/3eyYN6wMocH2LqTRxo5Zfn,https://api.spotify.com/v1/audio-analysis/3eyYN6wMocH2LqTRxo5Zfn,155880.0,4.0,spotify:track:3eyYN6wMocH2LqTRxo5Zfn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494096,PROFESSIONAL,Joey Trap,0.859,0.486,2.0,-8.413,1.0,0.17,0.15,0.000144,0.24,0.736,158.017,audio_features,3I6CNEJxuOQwVSc7gSOS4k,spotify:track:3I6CNEJxuOQwVSc7gSOS4k,https://api.spotify.com/v1/tracks/3I6CNEJxuOQwVSc7gSOS4k,https://api.spotify.com/v1/audio-analysis/3I6CNEJxuOQwVSc7gSOS4k,142813.0,4.0,spotify:track:3I6CNEJxuOQwVSc7gSOS4k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494097,Wild Wild West (feat. Gunna),Offset,0.902,0.621,9.0,-5.315,1.0,0.199,0.0841,0.0,0.138,0.497,114.007,audio_features,0SQ8yalm13UIJuebuZkQlH,spotify:track:0SQ8yalm13UIJuebuZkQlH,https://api.spotify.com/v1/tracks/0SQ8yalm13UIJuebuZkQlH,https://api.spotify.com/v1/audio-analysis/0SQ8yalm13UIJuebuZkQlH,236300.0,4.0,spotify:track:7sO5G9EABYOXQKNPNiE9NR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494098,CITY OF ROSES,2Scratch,0.732,0.64,4.0,-5.343,0.0,0.186,0.299,0.0,0.129,0.149,97.935,audio_features,6tGGUY6Yoc4sA37qcnpgml,spotify:track:6tGGUY6Yoc4sA37qcnpgml,https://api.spotify.com/v1/tracks/6tGGUY6Yoc4sA37qcnpgml,https://api.spotify.com/v1/audio-analysis/6tGGUY6Yoc4sA37qcnpgml,173878.0,4.0,spotify:track:6tGGUY6Yoc4sA37qcnpgml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494099,Daddy Issues,The Neighbourhood,0.588,0.521,10.0,-9.461,1.0,0.0329,0.0678,0.149,0.123,0.337,85.012,audio_features,5E30LdtzQTGqRvNd7l6kG5,spotify:track:5E30LdtzQTGqRvNd7l6kG5,https://api.spotify.com/v1/tracks/5E30LdtzQTGqRvNd7l6kG5,https://api.spotify.com/v1/audio-analysis/5E30LdtzQTGqRvNd7l6kG5,260173.0,4.0,spotify:track:0VF7YLIxSQKyNiFL3X6MmN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494100,Daddy (feat. Rich The Kid),Blueface,0.869,0.59,11.0,-8.214,1.0,0.257,0.07,0.0,0.236,0.479,107.934,audio_features,4hanO6Du5J7QEguNHYZHmw,spotify:track:4hanO6Du5J7QEguNHYZHmw,https://api.spotify.com/v1/tracks/4hanO6Du5J7QEguNHYZHmw,https://api.spotify.com/v1/audio-analysis/4hanO6Du5J7QEguNHYZHmw,151147.0,4.0,spotify:track:4hanO6Du5J7QEguNHYZHmw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494101,Pierde Los Modales,J Balvin,0.675,0.768,11.0,-3.467,0.0,0.26,0.229,0.0,0.117,0.591,180.053,audio_features,3fIZhHKajoVKnMCPEYMkKI,spotify:track:3fIZhHKajoVKnMCPEYMkKI,https://api.spotify.com/v1/tracks/3fIZhHKajoVKnMCPEYMkKI,https://api.spotify.com/v1/audio-analysis/3fIZhHKajoVKnMCPEYMkKI,201200.0,4.0,spotify:track:0fea68AdmYNygeTGI4RC18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494102,Daddy's Money,Ricochet,0.698,0.861,2.0,-4.756,1.0,0.0289,0.189,0.0,0.0602,0.941,134.726,audio_features,7itHyuODr4R7Fdz454zn3F,spotify:track:7itHyuODr4R7Fdz454zn3F,https://api.spotify.com/v1/tracks/7itHyuODr4R7Fdz454zn3F,https://api.spotify.com/v1/audio-analysis/7itHyuODr4R7Fdz454zn3F,182462.0,4.0,spotify:track:7itHyuODr4R7Fdz454zn3F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494103,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,0.845,0.884,6.0,-4.506,0.0,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,audio_features,4INDiWSKvqSKDEu7mh8HFz,spotify:track:4INDiWSKvqSKDEu7mh8HFz,https://api.spotify.com/v1/tracks/4INDiWSKvqSKDEu7mh8HFz,https://api.spotify.com/v1/audio-analysis/4INDiWSKvqSKDEu7mh8HFz,257400.0,4.0,spotify:track:5ByAIlEEnxYdvpnezg7HTX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494104,Daylight,Joji,0.528,0.749,7.0,-7.571,1.0,0.0479,0.00488,9.6e-05,0.0949,0.729,163.944,audio_features,6Ed1q0X8oSKSm4IIhiQbYg,spotify:track:6Ed1q0X8oSKSm4IIhiQbYg,https://api.spotify.com/v1/tracks/6Ed1q0X8oSKSm4IIhiQbYg,https://api.spotify.com/v1/audio-analysis/6Ed1q0X8oSKSm4IIhiQbYg,163906.0,4.0,spotify:track:4UiogCfzKQW98U1GTCivsn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494105,Daylight,Matt and Kim,0.57,0.798,9.0,-4.92,1.0,0.0323,0.102,0.000128,0.178,0.671,103.303,audio_features,57i3M29DWoo7RDk0Tf0LZG,spotify:track:57i3M29DWoo7RDk0Tf0LZG,https://api.spotify.com/v1/tracks/57i3M29DWoo7RDk0Tf0LZG,https://api.spotify.com/v1/audio-analysis/57i3M29DWoo7RDk0Tf0LZG,171333.0,4.0,spotify:track:57i3M29DWoo7RDk0Tf0LZG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494106,Daylight,Taylor Swift,0.557,0.496,0.0,-9.602,1.0,0.0563,0.808,0.000173,0.0772,0.265,149.983,audio_features,1fzAuUVbzlhZ1lJAx9PtY6,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,https://api.spotify.com/v1/tracks/1fzAuUVbzlhZ1lJAx9PtY6,https://api.spotify.com/v1/audio-analysis/1fzAuUVbzlhZ1lJAx9PtY6,293453.0,4.0,spotify:track:0dBW6ZsW8skfvoRfgeerBF,1.0,1.0,89.0,0.0,1.0,89.0,89.0,0.0,1.0,89.0,89.0,0.0,1.0,89.0
3494107,Daylight,Maroon 5,0.657,0.679,2.0,-5.511,1.0,0.0269,0.00246,0.0,0.211,0.331,120.007,audio_features,6TwfdLbaxTKzQi3AgsZNzx,spotify:track:6TwfdLbaxTKzQi3AgsZNzx,https://api.spotify.com/v1/tracks/6TwfdLbaxTKzQi3AgsZNzx,https://api.spotify.com/v1/audio-analysis/6TwfdLbaxTKzQi3AgsZNzx,225307.0,4.0,spotify:track:2b8fOow8UzyDFAE27YhOZM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494108,Daylight,hiyasu,0.739,0.382,8.0,-8.384,0.0,0.0579,0.452,0.934,0.122,0.596,149.999,audio_features,21k2LGGNQAa4zDIMgmg6cb,spotify:track:21k2LGGNQAa4zDIMgmg6cb,https://api.spotify.com/v1/tracks/21k2LGGNQAa4zDIMgmg6cb,https://api.spotify.com/v1/audio-analysis/21k2LGGNQAa4zDIMgmg6cb,154000.0,4.0,spotify:track:21k2LGGNQAa4zDIMgmg6cb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494109,Bezerk (feat. A$AP Ferg),Big Sean,0.684,0.687,2.0,-4.673,1.0,0.2,0.0164,0.0,0.253,0.265,184.026,audio_features,2B9wgj9XzbJZLty03PRbVo,spotify:track:2B9wgj9XzbJZLty03PRbVo,https://api.spotify.com/v1/tracks/2B9wgj9XzbJZLty03PRbVo,https://api.spotify.com/v1/audio-analysis/2B9wgj9XzbJZLty03PRbVo,151067.0,4.0,spotify:track:33gwZOGJWEZ7dRWPqPxBEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494110,Bezerk,Br3nya,0.855,0.53,11.0,-9.276,0.0,0.34,0.568,2.59e-06,0.106,0.65,142.998,audio_features,5nCp5ojWmi0vwyK7dkIzsz,spotify:track:5nCp5ojWmi0vwyK7dkIzsz,https://api.spotify.com/v1/tracks/5nCp5ojWmi0vwyK7dkIzsz,https://api.spotify.com/v1/audio-analysis/5nCp5ojWmi0vwyK7dkIzsz,177902.0,4.0,spotify:track:5nCp5ojWmi0vwyK7dkIzsz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494111,Bezerk(h)er,Witch Fever,0.355,0.984,8.0,-7.265,1.0,0.182,1.08e-05,0.367,0.0866,0.291,165.072,audio_features,2WQkjX2wMvhpHeqN8kY2f8,spotify:track:2WQkjX2wMvhpHeqN8kY2f8,https://api.spotify.com/v1/tracks/2WQkjX2wMvhpHeqN8kY2f8,https://api.spotify.com/v1/audio-analysis/2WQkjX2wMvhpHeqN8kY2f8,194493.0,4.0,spotify:track:2WQkjX2wMvhpHeqN8kY2f8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494112,Trap Going Bezerk,Robin Banks,0.707,0.557,10.0,-6.767,1.0,0.176,0.304,0.0,0.0955,0.451,133.987,audio_features,13YfBuPabTgF55uOwNAmSu,spotify:track:13YfBuPabTgF55uOwNAmSu,https://api.spotify.com/v1/tracks/13YfBuPabTgF55uOwNAmSu,https://api.spotify.com/v1/audio-analysis/13YfBuPabTgF55uOwNAmSu,201953.0,4.0,spotify:track:13YfBuPabTgF55uOwNAmSu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494113,A Million Dreams,Ziv Zaifman,0.265,0.312,7.0,-11.689,1.0,0.0569,0.243,0.0,0.0893,0.0998,54.747,audio_features,0RoA7ObU6phWpqhlC9zH4Z,spotify:track:0RoA7ObU6phWpqhlC9zH4Z,https://api.spotify.com/v1/tracks/0RoA7ObU6phWpqhlC9zH4Z,https://api.spotify.com/v1/audio-analysis/0RoA7ObU6phWpqhlC9zH4Z,269453.0,3.0,spotify:track:0RoA7ObU6phWpqhlC9zH4Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494114,A Million Dreams,P!nk,0.312,0.499,7.0,-6.282,1.0,0.0397,0.272,0.0,0.0901,0.191,148.173,audio_features,0oagwWkGlBoACUuKvTmqZV,spotify:track:0oagwWkGlBoACUuKvTmqZV,https://api.spotify.com/v1/tracks/0oagwWkGlBoACUuKvTmqZV,https://api.spotify.com/v1/audio-analysis/0oagwWkGlBoACUuKvTmqZV,273640.0,4.0,spotify:track:3nA9tHmsw5UGMtSIMz4mt7,1.0,1.0,90.0,0.0,1.0,90.0,90.0,0.0,1.0,90.0,90.0,0.0,1.0,90.0
3494115,A Million Dreams (Reprise),Austyn Johnson,0.253,0.139,6.0,-17.067,1.0,0.0414,0.726,5.01e-05,0.269,0.102,74.369,audio_features,66y7x28jXOPrcmu3D5Zjh6,spotify:track:66y7x28jXOPrcmu3D5Zjh6,https://api.spotify.com/v1/tracks/66y7x28jXOPrcmu3D5Zjh6,https://api.spotify.com/v1/audio-analysis/66y7x28jXOPrcmu3D5Zjh6,60453.0,3.0,spotify:track:66y7x28jXOPrcmu3D5Zjh6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494116,A Million Dreams,The Piano Guys,0.576,0.209,10.0,-19.572,1.0,0.0418,0.987,0.913,0.11,0.262,139.88,audio_features,4v6EUO6tC8RlZDvJ3DBV86,spotify:track:4v6EUO6tC8RlZDvJ3DBV86,https://api.spotify.com/v1/tracks/4v6EUO6tC8RlZDvJ3DBV86,https://api.spotify.com/v1/audio-analysis/4v6EUO6tC8RlZDvJ3DBV86,285827.0,4.0,spotify:track:1t4NUQuv33szmm8jeLzsZW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494117,Far From Home,Five Finger Death Punch,0.467,0.688,11.0,-5.352,0.0,0.0298,0.00149,3.92e-06,0.169,0.229,137.884,audio_features,5amizkTBqCkDYqoOM9mFn6,spotify:track:5amizkTBqCkDYqoOM9mFn6,https://api.spotify.com/v1/tracks/5amizkTBqCkDYqoOM9mFn6,https://api.spotify.com/v1/audio-analysis/5amizkTBqCkDYqoOM9mFn6,212493.0,4.0,spotify:track:0gMTjqQCHmQpCqmmeCy2wP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494118,Con Calma,Daddy Yankee,0.737,0.86,8.0,-2.652,0.0,0.0594,0.11,1.94e-06,0.0574,0.656,93.989,audio_features,37eyXZriuB2PtYAVCDcdbb,spotify:track:37eyXZriuB2PtYAVCDcdbb,https://api.spotify.com/v1/tracks/37eyXZriuB2PtYAVCDcdbb,https://api.spotify.com/v1/audio-analysis/37eyXZriuB2PtYAVCDcdbb,193227.0,4.0,spotify:track:7hDWSrZ2wUqi05Ptkljprn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494119,Con Calma - Remix,Daddy Yankee,0.736,0.868,8.0,-3.01,0.0,0.0454,0.166,1.48e-06,0.0419,0.613,94.026,audio_features,4au7FRcgZzChASRYu279xH,spotify:track:4au7FRcgZzChASRYu279xH,https://api.spotify.com/v1/tracks/4au7FRcgZzChASRYu279xH,https://api.spotify.com/v1/audio-analysis/4au7FRcgZzChASRYu279xH,181280.0,4.0,spotify:track:7hDWSrZ2wUqi05Ptkljprn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494120,Con Calma,Kidz Bop Kids,0.581,0.878,10.0,-5.55,0.0,0.0363,0.0101,0.0,0.0896,0.904,93.97,audio_features,15SPgMBrdO1QYl7SdMYFv8,spotify:track:15SPgMBrdO1QYl7SdMYFv8,https://api.spotify.com/v1/tracks/15SPgMBrdO1QYl7SdMYFv8,https://api.spotify.com/v1/audio-analysis/15SPgMBrdO1QYl7SdMYFv8,148107.0,4.0,spotify:track:6iCX17mrswsT0QgOclgqy3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494121,Slide,H.E.R.,0.827,0.469,10.0,-9.141,0.0,0.341,0.0807,8.12e-06,0.207,0.196,97.028,audio_features,2rTnVB1bvwxHtaIl4uVu7f,spotify:track:2rTnVB1bvwxHtaIl4uVu7f,https://api.spotify.com/v1/tracks/2rTnVB1bvwxHtaIl4uVu7f,https://api.spotify.com/v1/audio-analysis/2rTnVB1bvwxHtaIl4uVu7f,238321.0,4.0,spotify:track:4OBZT9EnhYIV17t4pGw7ig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3494122,Toosie Slide,Drake,0.834,0.454,1.0,-9.75,0.0,0.201,0.321,6.15e-06,0.114,0.837,81.618,audio_features,127QTOFJsJQp5LbJbu3A1y,spotify:track:127QTOFJsJQp5LbJbu3A1y,https://api.spotify.com/v1/tracks/127QTOFJsJQp5LbJbu3A1y,https://api.spotify.com/v1/audio-analysis/127QTOFJsJQp5LbJbu3A1y,247059.0,4.0,spotify:track:44Du2IM1bGY7dicmLfXbUs,1.0,1.0,72.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0
3502122,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown)",H.E.R.,0.815,0.513,1.0,-8.363,1.0,0.244,0.0145,0.000102,0.14,0.17,96.982,audio_features,6MO2bfLHKykUgCChFdw91H,spotify:track:6MO2bfLHKykUgCChFdw91H,https://api.spotify.com/v1/tracks/6MO2bfLHKykUgCChFdw91H,https://api.spotify.com/v1/audio-analysis/6MO2bfLHKykUgCChFdw91H,296011.0,4.0,spotify:track:4OBZT9EnhYIV17t4pGw7ig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3502123,Slide,The Goo Goo Dolls,0.395,0.843,8.0,-4.476,1.0,0.0374,0.00483,0.0,0.0404,0.481,112.423,audio_features,0nnwn7LWHCAu09jfuH1xTA,spotify:track:0nnwn7LWHCAu09jfuH1xTA,https://api.spotify.com/v1/tracks/0nnwn7LWHCAu09jfuH1xTA,https://api.spotify.com/v1/audio-analysis/0nnwn7LWHCAu09jfuH1xTA,212067.0,4.0,spotify:track:0nnwn7LWHCAu09jfuH1xTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3502124,Buy My Own Drinks,Runaway June,0.686,0.9,5.0,-4.406,1.0,0.0614,0.068,0.0,0.0985,0.962,155.963,audio_features,3WBY2lhKzkxaG5bNscQrOG,spotify:track:3WBY2lhKzkxaG5bNscQrOG,https://api.spotify.com/v1/tracks/3WBY2lhKzkxaG5bNscQrOG,https://api.spotify.com/v1/audio-analysis/3WBY2lhKzkxaG5bNscQrOG,206293.0,4.0,spotify:track:3WBY2lhKzkxaG5bNscQrOG,1.0,1.0,90.0,0.0,1.0,90.0,90.0,0.0,1.0,90.0,90.0,0.0,1.0,90.0
3502249,What A Shame,Leyla Blue,0.699,0.463,0.0,-7.828,1.0,0.475,0.315,0.0,0.0803,0.565,143.99,audio_features,7FGIEAVXfegxngH9Jg6VwA,spotify:track:7FGIEAVXfegxngH9Jg6VwA,https://api.spotify.com/v1/tracks/7FGIEAVXfegxngH9Jg6VwA,https://api.spotify.com/v1/audio-analysis/7FGIEAVXfegxngH9Jg6VwA,177200.0,4.0,spotify:track:7FGIEAVXfegxngH9Jg6VwA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3502250,Wavey (feat. Alika),CLiQ,0.837,0.769,7.0,-6.045,1.0,0.22,0.162,0.000251,0.227,0.681,122.948,audio_features,5KvRFKrsapVHYNzoM7rDUw,spotify:track:5KvRFKrsapVHYNzoM7rDUw,https://api.spotify.com/v1/tracks/5KvRFKrsapVHYNzoM7rDUw,https://api.spotify.com/v1/audio-analysis/5KvRFKrsapVHYNzoM7rDUw,164885.0,4.0,spotify:track:5KvRFKrsapVHYNzoM7rDUw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3502251,Show Me Love,Robin S,0.811,0.833,5.0,-4.259,1.0,0.153,0.014,2.06e-05,0.0769,0.567,120.258,audio_features,4t0UsYzmmmZRMTWn77jiGF,spotify:track:4t0UsYzmmmZRMTWn77jiGF,https://api.spotify.com/v1/tracks/4t0UsYzmmmZRMTWn77jiGF,https://api.spotify.com/v1/audio-analysis/4t0UsYzmmmZRMTWn77jiGF,252107.0,4.0,spotify:track:4t0UsYzmmmZRMTWn77jiGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3502252,Show Me Up,Lil Tecca,0.674,0.453,6.0,-10.293,0.0,0.0612,0.155,1.21e-06,0.0933,0.22,128.107,audio_features,3BGppswSnFNGUSFiJ6rj4n,spotify:track:3BGppswSnFNGUSFiJ6rj4n,https://api.spotify.com/v1/tracks/3BGppswSnFNGUSFiJ6rj4n,https://api.spotify.com/v1/audio-analysis/3BGppswSnFNGUSFiJ6rj4n,166875.0,4.0,spotify:track:3cPHoY74T4uZUkYYlGf7c0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3502253,Show Me Love - EDX Remix / Radio Edit,Sam Feldt,0.836,0.665,0.0,-5.779,1.0,0.0745,0.308,0.000925,0.0714,0.677,120.997,audio_features,4bAmAVdks2Y84VNVVLXFwN,spotify:track:4bAmAVdks2Y84VNVVLXFwN,https://api.spotify.com/v1/tracks/4bAmAVdks2Y84VNVVLXFwN,https://api.spotify.com/v1/audio-analysis/4bAmAVdks2Y84VNVVLXFwN,180336.0,4.0,spotify:track:4bAmAVdks2Y84VNVVLXFwN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3502254,Show Me Love,Alicia Keys,0.531,0.491,5.0,-5.47,0.0,0.042,0.447,0.0,0.0703,0.521,129.38,audio_features,0XPlSuCVQ1nOhzTpFgnDSz,spotify:track:0XPlSuCVQ1nOhzTpFgnDSz,https://api.spotify.com/v1/tracks/0XPlSuCVQ1nOhzTpFgnDSz,https://api.spotify.com/v1/audio-analysis/0XPlSuCVQ1nOhzTpFgnDSz,194998.0,4.0,spotify:track:6IwKcFdiRQZOWeYNhUiWIv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3502255,Black Panther,Kendrick Lamar,0.618,0.582,1.0,-9.454,1.0,0.297,0.625,3.84e-06,0.265,0.48,90.035,audio_features,5qN4HFkapdAOV94XPryVof,spotify:track:5qN4HFkapdAOV94XPryVof,https://api.spotify.com/v1/tracks/5qN4HFkapdAOV94XPryVof,https://api.spotify.com/v1/audio-analysis/5qN4HFkapdAOV94XPryVof,130613.0,4.0,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,1.0,1.0,91.0,0.0,1.0,91.0,91.0,0.0,1.0,91.0,91.0,0.0,1.0,91.0
3502256,Black Panther,Leo Birenberg,0.283,0.239,8.0,-23.5,1.0,0.044,0.0553,0.867,0.155,0.0372,69.117,audio_features,0NKUKdcSWtOEglHIN3xrvk,spotify:track:0NKUKdcSWtOEglHIN3xrvk,https://api.spotify.com/v1/tracks/0NKUKdcSWtOEglHIN3xrvk,https://api.spotify.com/v1/audio-analysis/0NKUKdcSWtOEglHIN3xrvk,145400.0,3.0,spotify:track:0NKUKdcSWtOEglHIN3xrvk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3502257,Black Panther,Crystal Castles,0.476,0.814,9.0,-7.077,0.0,0.0314,0.00258,0.0125,0.213,0.604,149.879,audio_features,1itfUbi3UGQYIMDsGDmxSp,spotify:track:1itfUbi3UGQYIMDsGDmxSp,https://api.spotify.com/v1/tracks/1itfUbi3UGQYIMDsGDmxSp,https://api.spotify.com/v1/audio-analysis/1itfUbi3UGQYIMDsGDmxSp,177173.0,4.0,spotify:track:1itfUbi3UGQYIMDsGDmxSp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3502258,Stranger Things,Joyner Lucas,0.867,0.663,10.0,-5.838,0.0,0.178,0.443,0.0,0.117,0.481,121.978,audio_features,34I0nBvoE0ZXmqbKiJ5BWS,spotify:track:34I0nBvoE0ZXmqbKiJ5BWS,https://api.spotify.com/v1/tracks/34I0nBvoE0ZXmqbKiJ5BWS,https://api.spotify.com/v1/audio-analysis/34I0nBvoE0ZXmqbKiJ5BWS,219733.0,4.0,spotify:track:4h7qcXBtaOJnmrapxoWxGf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3502259,Stranger Things,Kyle Dixon & Michael Stein,0.352,0.551,4.0,-16.545,0.0,0.0362,0.779,0.902,0.167,0.103,168.022,audio_features,0kwuKfWntoGh0EWyYb7Mpf,spotify:track:0kwuKfWntoGh0EWyYb7Mpf,https://api.spotify.com/v1/tracks/0kwuKfWntoGh0EWyYb7Mpf,https://api.spotify.com/v1/audio-analysis/0kwuKfWntoGh0EWyYb7Mpf,67520.0,4.0,spotify:track:0kwuKfWntoGh0EWyYb7Mpf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3502260,Every Breath You Take,The Police,0.822,0.478,1.0,-8.746,1.0,0.0343,0.559,0.0073,0.0813,0.722,117.394,audio_features,0SNGe4xksgp7CGnY5kMXOJ,spotify:track:0SNGe4xksgp7CGnY5kMXOJ,https://api.spotify.com/v1/tracks/0SNGe4xksgp7CGnY5kMXOJ,https://api.spotify.com/v1/audio-analysis/0SNGe4xksgp7CGnY5kMXOJ,251573.0,4.0,spotify:track:3EYOJ48Et32uATr9ZmLnAo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3502261,Stranger Things (feat. OneRepublic),Kygo,0.604,0.661,0.0,-5.914,1.0,0.0375,0.234,0.0,0.0951,0.506,107.016,audio_features,4sJqSKPc5fZ5OZ8JiVI44N,spotify:track:4sJqSKPc5fZ5OZ8JiVI44N,https://api.spotify.com/v1/tracks/4sJqSKPc5fZ5OZ8JiVI44N,https://api.spotify.com/v1/audio-analysis/4sJqSKPc5fZ5OZ8JiVI44N,221440.0,4.0,spotify:track:0Zbbxnx4SGGHoIow4PpISP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3502262,Stranger Things (feat. OneRepublic) - Alan Walker Remix,Kygo,0.659,0.742,0.0,-4.624,1.0,0.0283,0.146,0.0,0.217,0.729,106.947,audio_features,76c4KOymiPUkWEeIIc0DQr,spotify:track:76c4KOymiPUkWEeIIc0DQr,https://api.spotify.com/v1/tracks/76c4KOymiPUkWEeIIc0DQr,https://api.spotify.com/v1/audio-analysis/76c4KOymiPUkWEeIIc0DQr,178413.0,4.0,spotify:track:0Zbbxnx4SGGHoIow4PpISP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
